0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
258.1264427,76.67996289,412.6307683,195.408198,242.0845131,476.8910442,349.1390343,281.767592,489.2281989,134.8593401,411.6723404,287.8913228,408.0649114,69.91079627,224.2052269,1560.808518,665.259791,532.2636067,597.5318867,595.176921,172.9449137,261.4270085,2518.93656,288.6942813,536.5072852,627.4076128,816.4721886,486.0417415,505.6788852,448.5170739,287.8913228,287.8913228
241.3647064,72.33589518,373.6677332,177.8434769,226.6986162,449.2781096,322.5792879,262.1650205,456.864443,131.5367656,384.772802,277.6352096,376.8165043,64.90940621,210.5158813,1443.116461,617.5978018,495.8286207,566.0695841,557.2967174,163.1732984,247.4191155,2393.019398,269.9663424,501.1522084,574.3483627,778.0889558,457.807086,484.642914,413.449718,277.6352096,277.6352096
231.6078084,69.74661737,351.7332692,167.6043242,217.5550431,433.0427084,307.4990508,250.3290984,437.9654444,129.4075372,368.7508643,271.2953107,358.1636364,61.99980635,202.3881413,1369.013901,589.1860416,474.3058185,547.2707557,534.8011649,157.3415971,239.0879993,2314.776716,258.7815871,480.3481546,542.6585045,753.8811406,440.7901697,471.869927,392.7100523,271.2953107,271.2953107
218.0604963,66.16603268,319.9720759,154.1235406,204.8292044,410.0960291,288.1912566,234.7300521,412.0920744,126.6824873,346.7467431,261.7358903,333.1451217,58.01257507,191.3489681,1277.847653,550.7288106,445.3695641,521.2267393,503.7202394,149.2385056,228.0075036,2209.965721,243.6968387,451.3714637,501.2644512,719.3273352,417.5663048,453.7554108,364.6222376,261.7358903,261.7358903
204.8680843,62.64306896,289.6571978,141.6996762,192.2794768,386.8966777,269.6450576,220.2940605,386.776891,123.4034375,325.402061,250.9113257,310.2529862,54.24319717,181.2245564,1198.772332,514.8629922,418.3081331,495.5321604,473.6976835,141.1243805,217.5688884,2108.982319,229.1090693,422.9855486,463.6493787,685.2454969,394.8182658,434.5170787,338.1295446,250.9113257,250.9113257
194.6380919,60.00621203,265.4725438,131.1549863,182.9169025,369.969157,253.701315,208.6117453,367.109515,121.4453525,309.1118402,244.5277162,291.5009588,51.20457389,172.9712685,1130.791901,486.1617102,396.3636617,476.431961,450.7089856,135.1824102,209.1667238,2033.969526,217.8320572,401.4301215,432.0475449,661.9952993,377.7850641,421.662268,316.9656449,244.5277162,244.5277162
190.1007364,58.83394472,254.9396516,126.3293685,178.769555,362.5607807,246.3863892,203.2473357,358.3350103,120.5674356,301.8309846,241.8756757,282.9543567,49.84295383,169.2339252,1098.134772,473.1712129,386.4159026,467.9496803,440.4585012,132.553864,205.3409549,1999.865005,212.7464867,391.8830117,417.463224,651.7718912,370.1529766,416.0813148,307.4131794,241.8756757,241.8756757
188.5718855,58.41066049,251.8487717,124.9179945,177.271767,359.7387118,244.0330712,201.5681896,355.3048927,119.991012,299.3080308,240.3854458,280.4470792,49.4226473,168.1479288,1088.708433,469.15211,383.3436018,464.852442,436.9763608,131.5538887,204.1124884,1987.38586,210.9805438,388.5556271,413.1982191,647.7605633,367.374689,413.5194972,304.3897389,240.3854458,240.3854458
189.2294656,58.61177598,253.3587037,125.2164776,178.0056442,361.2100954,244.2760838,202.0953058,356.4986429,120.2577004,300.4335966,241.5291081,281.2896058,49.57699194,168.5489477,1089.928821,470.6734596,384.3668494,466.3614141,438.569788,132.0516271,204.5051957,1993.103252,211.6730324,390.1134196,414.2100518,650.5596475,368.6418938,415.0455643,305.5002925,241.5291081,241.5291081
194.14728,59.88762153,264.9325959,130.6272872,182.509655,369.0168759,251.9439187,208.2423673,365.93223,121.0001385,308.453528,244.0427269,291.1752249,51.08956838,172.8687171,1129.512464,485.4774705,395.5691884,475.5881967,449.9132016,134.8645053,208.7858138,2031.722746,217.2642227,400.4869855,431.0038558,662.2635092,377.0126088,420.7050491,316.2104591,244.0427269,244.0427269
207.8145997,63.69723242,291.8119193,145.2242105,195.8330056,392.4503885,274.08033,226.0136516,393.11994,125.3190845,331.8854792,254.2733579,317.9091242,55.11402098,184.2687674,1250.151829,526.3390013,426.4528758,503.3508753,482.3104443,143.5540094,221.0914396,2155.492544,233.9895903,430.1554983,477.6708527,699.3388278,402.7196366,440.8421579,345.9814112,254.2733579,254.2733579
238.1689996,72.32450811,344.9761096,179.4959653,225.7143665,444.2826261,328.6779784,268.064032,455.1161517,136.8292022,385.1055597,276.5539348,379.1127586,64.09714101,209.8405933,1555.139324,619.3993591,497.4500152,566.1766394,554.9753929,163.2793618,249.973655,2448.498193,272.9744121,496.1624895,588.3789433,780.623335,462.1189872,486.825612,413.963256,276.5539348,276.5539348
272.5787708,82.35407603,400.701845,218.0669611,260.3513634,504.4273361,390.7996868,316.6776518,526.1525515,151.6802787,446.6264977,304.4722982,448.4686588,74.15306154,238.5706885,1914.445092,725.406641,578.1024069,639.3984853,638.4296664,186.4055266,283.1983646,2797.482543,318.3103162,571.8111189,714.7646951,877.8914921,531.7935982,542.6091694,491.3859161,304.4722982,304.4722982
280.8519933,84.93895576,413.8671826,226.1836676,269.3402489,520.0626746,401.7545971,328.3967314,542.8071056,155.4766302,462.2129096,313.606384,465.255082,76.48179395,245.6170559,1999.98061,751.4968854,596.9851554,658.4873688,659.7146301,192.4387762,290.9669921,2891.291162,329.3997175,590.8819713,743.5390133,908.9820654,549.7759458,558.3261103,509.9248769,313.606384,313.606384
281.1813293,85.39798439,410.6584067,224.9146719,270.9296813,523.1515369,398.5277117,329.2307612,543.6678225,157.4041008,464.3876469,318.8033589,465.3540925,76.35002667,245.5640003,2007.956879,752.7589611,596.8862959,662.2091552,662.3627907,193.7660204,291.2601442,2915.795366,330.7880187,593.1267406,742.613131,921.2560737,553.3684446,564.4237947,510.4651273,318.8033589,318.8033589
284.37508,86.50296592,414.668192,226.7186432,274.8298595,530.7676734,401.291632,332.7210171,550.1711254,159.8739393,470.5437795,325.2343598,469.7769643,77.05946015,247.4273115,2027.375972,760.7661657,602.4542558,670.5237475,670.6052086,196.5666187,293.7134314,2953.735264,335.0113356,600.9980688,749.4743975,936.1722438,560.9110998,573.5107431,516.3919359,325.2343598,325.2343598
281.1319695,85.40726251,412.5957231,222.3144736,271.1797078,525.0869568,394.3924869,326.3994157,542.9045732,157.6945273,463.7123519,322.4540083,461.483233,76.07259204,244.2005127,1969.735587,748.4764237,593.2751558,662.4806341,661.6622992,194.0549718,289.7021764,2906.170796,329.6432797,593.4737009,733.2887414,924.094707,552.6304733,567.3213326,507.7246718,322.4540083,322.4540083
280.9571355,85.32733463,412.1286719,222.589226,270.8692994,524.3648286,395.1289487,326.4723948,542.6795514,157.5403459,463.3497002,321.5113294,461.564641,76.06627071,244.1935926,1972.45813,748.341166,593.3541516,661.8406857,661.1270593,193.8273357,289.7424457,2903.97952,329.5086865,592.9042854,733.9633344,922.1144968,552.1641526,566.3337643,507.6538138,321.5113294,321.5113294
282.7512375,85.81854868,416.4879053,223.4571774,272.6787358,528.2783455,396.7848145,327.4897727,546.0347663,158.2977472,466.0467019,324.3384895,463.2076517,76.476411,245.0067849,1970.593065,751.5976556,595.797414,665.4884864,664.9223873,195.0735364,290.6796898,2914.707892,331.1916506,596.8981271,735.946173,927.2696122,555.1062953,570.177017,510.3047408,324.3384895,324.3384895
278.6953422,84.52956203,412.4386618,217.8944041,268.3604309,521.5840575,388.2158689,319.9460057,537.1851043,156.1264548,457.9077671,321.6573822,452.9264528,75.20707487,240.9291825,1903.620093,736.5081339,584.4441878,656.0797629,654.121096,192.1737385,285.8442021,2860.925431,324.8631941,587.7554175,716.1627795,913.8896683,545.5228076,563.5540332,499.640158,321.6573822,321.6573822
281.5776445,84.78081707,428.8458908,220.1110626,269.5990819,524.7592721,390.9521527,319.7545437,541.0635891,153.5363046,459.7171848,320.2276801,455.8176617,76.15432803,242.8373259,1874.408271,740.8441734,588.2504863,657.6078878,657.8879843,192.5177179,286.4403907,2842.641762,325.2215954,592.3516878,718.135745,910.6488466,545.2901311,561.7241041,503.3019086,320.2276801,320.2276801
293.6239094,87.37668842,467.5832596,230.4102299,279.2741698,544.2957449,407.017636,328.1634025,562.4408436,153.1934744,475.5336652,326.5903591,472.6518725,79.64683687,251.0357274,1881.41144,767.6352151,609.4153206,676.1975313,681.4310607,198.3453268,293.6551494,2883.33362,335.0250123,616.3234232,742.6371321,927.6449189,559.7131096,573.2209938,524.0868001,326.5903591,326.5903591
296.5986449,88.08830481,478.4754777,229.8417149,282.1455472,551.8757238,406.5904566,326.9946153,567.1650373,153.9718659,478.8931638,333.1807651,471.9963693,80.15487519,251.2859803,1839.234028,769.0501773,610.339351,681.5754142,686.6036125,200.3275778,293.6928486,2884.839777,336.363807,622.9020301,737.6055858,935.7496867,562.9119792,580.473194,525.9955355,333.1807651,333.1807651
289.6453597,86.20601997,465.7352649,222.2261715,275.5897852,539.8882998,392.7957825,318.4486067,552.8484986,151.1905156,467.4197835,328.0619372,459.6441788,78.15406497,246.1123946,1783.189876,749.8628195,595.1471624,667.928319,671.0007275,195.9486918,287.4983209,2827.220735,327.9121898,608.1643875,714.7927534,921.0966729,550.2527604,570.0366534,511.4336705,328.0619372,328.0619372
278.0303878,83.18376364,440.7236854,209.2609725,264.9858918,521.0393067,371.7953692,304.1354527,529.8182933,148.3108148,448.6145921,321.5613917,437.5610502,74.66132788,236.6262321,1690.773201,716.3843913,569.1204286,646.1004876,644.8422154,189.144145,277.2888363,2736.860755,314.4242474,583.8289456,675.6682919,896.6319853,530.2663716,555.5117748,486.6063215,321.5613917,321.5613917
259.5933051,78.19334181,401.8490874,190.0086405,247.4278316,489.62504,342.1649694,281.5689396,493.5405521,143.1555668,417.9627951,308.2656108,402.9243731,69.24941392,221.6839296,1547.066193,663.2027078,528.6482772,609.8040403,602.1961446,177.7653519,261.3641982,2583.28588,292.7765971,544.2627251,615.9043732,850.1606079,497.1652257,529.4685998,447.5359469,308.2656108,308.2656108
243.724165,73.46820044,373.5691749,176.0160515,230.7985742,458.7778937,320.4328984,262.7527138,461.8245052,135.8229363,390.0426423,289.6012128,375.819862,64.99071223,210.1024502,1431.088521,619.467932,496.2289666,574.9539998,563.9776051,166.4923883,248.1088098,2430.356711,273.2117311,508.4260778,570.229923,798.3038561,465.3832828,498.9415833,415.2992918,289.6012128,289.6012128
225.4990468,68.42579015,334.8353004,158.2642202,212.9777482,426.5507154,294.4355341,241.0674828,426.3643439,130.5097692,359.4044789,274.1506544,342.3981158,59.75582176,195.5609897,1298.270922,567.5051208,457.3385134,538.0992895,521.2316317,154.8854248,232.8469986,2274.738168,251.9468167,468.6827356,514.2369957,747.0955431,432.071897,471.119675,377.3356076,274.1506544,274.1506544
206.2819377,63.15110402,293.7540782,139.2741025,194.343037,392.8927739,266.2956863,218.1794493,388.9320252,125.0561146,327.2740271,258.5000581,307.0612119,54.2069473,180.1955048,1157.757076,512.7151029,416.158063,499.5969143,476.3944741,142.7742588,216.7034056,2112.895699,229.5879918,426.9748603,454.7249201,694.6857589,397.255543,442.4425545,337.2364295,258.5000581,258.5000581
190.9183136,59.06219634,258.8181648,124.0239397,179.836693,366.5592988,243.6341359,200.5237634,359.3114452,121.4479382,302.2549486,247.1340616,279.1555465,49.7278375,167.9448062,1054.271199,469.5885434,383.5393864,469.8401776,441.237376,133.4527769,204.0978565,1992.822416,212.3108501,394.0673086,408.0804609,655.8379618,370.6361586,421.1189493,305.5499672,247.1340616,247.1340616
184.6096781,57.23280024,246.8791294,118.5966051,173.3670438,354.3280668,234.8520712,193.5334192,346.7787312,118.6695314,291.4873033,239.8352124,268.9606265,48.04702585,163.5438943,1014.661628,452.9716919,371.0870096,456.3691989,426.4476716,129.0732927,199.0483547,1936.584209,204.8183803,379.9857832,391.0427169,636.6520563,358.5133105,409.265082,293.1388591,239.8352124,239.8352124
184.4844227,57.22395668,246.3492498,118.4698586,173.3263619,354.1727962,234.4376888,193.563036,346.5429233,118.6933059,291.4336926,239.8855361,268.9456704,48.01129918,163.5237108,1016.059844,452.9205862,370.9536055,456.323614,426.3564885,129.0524601,199.0129289,1937.62388,204.7843907,379.8133149,390.9879995,637.1743718,358.5268286,409.2833583,293.0205788,239.8855361,239.8855361
187.2865821,58.10926214,250.7148211,120.7855913,176.4318436,359.9240787,237.8990711,197.0149663,352.2006829,120.2508991,296.6035674,243.782209,273.7405807,48.73730312,165.5488832,1038.263679,460.774047,376.649403,462.8954581,433.3737942,131.1931535,201.3956994,1967.881211,208.4106472,386.3409747,399.0078156,647.8003009,364.5759536,415.3952882,298.7532903,243.782209,243.782209
192.6073466,59.53469676,262.7755122,126.4221895,181.462044,368.6959501,245.7122702,203.6927229,362.4292375,121.282517,305.4721562,247.1371405,284.336038,50.34356886,170.1700189,1081.407084,476.787844,388.6376938,473.2540764,445.8682269,134.3760159,206.0149389,2012.217835,214.5724983,397.7544461,416.8531466,661.8671417,373.9910866,422.2307232,310.2971581,247.1371405,247.1371405
199.5846955,61.39327062,278.6819654,133.7206826,188.0307226,380.271307,256.0458052,212.2424118,375.8487832,122.675853,316.997612,251.642903,297.9121966,52.43506157,176.1027349,1135.300453,497.4008797,404.1309101,486.7578426,462.1026686,138.5434898,211.9827863,2068.954673,222.5700382,412.6848258,439.6979169,679.8689896,386.2086739,431.2760825,325.2372051,251.642903,251.642903
217.8582014,66.32163109,318.6785784,152.8036171,205.4050852,411.0317232,283.9018279,234.7835272,411.3651852,127.0454409,347.4208538,264.2361354,333.1048892,57.86023826,191.3827688,1279.101429,551.0881309,444.6117432,522.6031765,504.7020343,149.6812383,227.7424686,2221.19634,243.8502748,451.9384567,499.5366809,727.3901771,418.8057026,456.1435631,364.3087963,264.2361354,264.2361354
226.0252035,68.77615086,332.2570703,160.7845476,213.9649868,426.372345,296.1205854,245.5164266,427.9166558,130.8183761,362.1481956,272.9024355,348.4310989,60.1311821,197.8249466,1353.004873,575.1836902,462.5138617,540.6637205,524.7690496,155.4556426,235.1102483,2305.117133,254.3864648,470.3544316,526.2178638,754.1022566,435.642786,471.2082856,381.8604075,272.9024355,272.9024355
241.9654038,73.27406074,363.3072594,176.5282746,229.7707778,455.0483061,320.654843,264.9557129,459.60178,136.5849952,389.3412693,287.2652855,377.3946752,64.65201744,210.235601,1476.665706,620.4763991,496.694517,573.5676423,562.2807621,165.9168607,248.8052898,2447.404222,273.6056356,505.2791835,576.0530557,798.888967,465.7379579,497.0753135,415.2008026,287.2652855,287.2652855
257.2138945,77.77001369,390.7997666,189.9882622,245.6055831,484.6033856,342.120055,282.7061345,490.1091003,143.5967218,415.8861305,304.9696747,402.9780558,68.73820521,221.1776471,1583.934601,661.8659755,527.5784268,606.6956311,598.6107045,176.6569135,261.42428,2590.603678,292.2252355,539.5293802,619.3132861,847.0012728,495.8664542,526.121679,445.8934088,304.9696747,304.9696747
262.7083605,79.32320317,400.9964701,194.7535831,251.0975669,495.279721,350.9417366,288.4160073,501.2174276,146.2373853,424.9600088,311.2579556,411.1108634,70.17689347,224.6643931,1613.967737,675.3748625,538.0495341,618.0967198,610.971684,180.4216536,265.7218731,2635.763501,298.6351118,551.5837984,633.3729274,861.3878399,506.0779378,536.4509754,456.3110753,311.2579556,311.2579556
261.7681141,79.05644962,399.4998801,193.2275423,250.2088951,494.1003189,348.8816942,286.5218297,499.2620661,146.0691461,423.1502655,311.3153536,408.2900412,69.83814479,223.5130305,1596.683825,671.4524189,535.098594,616.185749,608.4897585,179.8807678,264.5357354,2624.406265,297.2329999,549.5858509,628.0547289,858.8698607,504.0938625,535.7007889,453.6134428,311.3153536,311.3153536
263.4161117,79.50386655,403.3093801,194.2094729,251.8411407,497.5614288,350.8057349,287.6255816,502.4149155,146.7754869,425.649205,313.6585228,409.9997852,70.23055184,224.3206502,1597.351775,674.6532325,537.5600037,619.4917204,611.9760302,181.002835,265.4990376,2634.670389,298.8533465,553.2074929,630.4658215,863.2066496,506.8253903,539.042267,456.202977,313.6585228,313.6585228
262.1326938,79.01596661,402.0103178,193.5582444,250.1273412,494.3576317,350.2953038,285.9769299,499.8315405,145.7160238,422.9183542,310.7455072,407.8989193,69.94812185,223.4406688,1586.469802,670.9576384,535.1606004,615.7918871,608.3108838,179.7763388,264.4342812,2616.035909,297.0020267,549.8574357,627.3411124,855.546334,503.4071641,535.0110872,453.623198,310.7455072,310.7455072
260.9859754,78.65115179,400.6500848,192.4517488,248.8682891,492.0538022,348.3247209,284.4239106,497.3861118,144.9479298,420.7721883,309.261341,405.8714057,69.64692177,222.6227449,1575.263284,667.6775481,532.6830577,613.0966714,605.466483,178.8912563,263.3588103,2603.054792,295.4133459,547.2207588,623.6039024,851.6649057,500.845425,532.5023033,451.1805709,309.261341,309.261341
266.4114007,80.0373687,413.9545746,198.2762566,253.7868873,500.678551,356.5124569,290.9301136,507.6849621,145.6310286,429.4695233,312.0433525,416.5146412,71.30893654,227.3170648,1615.125715,683.6712139,544.7863189,623.1171746,617.8368784,181.9470495,267.9354247,2643.487008,301.4057077,558.6187536,641.4271349,864.2809267,509.8233354,538.6197615,462.7817547,312.0433525,312.0433525
277.5738113,82.81038151,443.4402231,209.8310475,263.7153893,518.3277719,372.225223,303.4718119,528.4254697,146.4006742,446.8635403,317.5665137,437.7825306,74.72547706,236.8612704,1685.239201,715.7163804,568.975202,643.1400224,642.8689937,188.0296775,276.8821839,2719.344822,313.1158415,581.9007654,676.0344575,889.4050488,527.3719594,550.4809699,486.0502493,317.5665137,317.5665137
278.4703169,83.01736856,447.481931,209.4257459,264.5883045,520.652581,371.1935478,302.9075166,529.6250749,146.3838832,447.8189325,319.659146,437.5292848,74.87686621,236.9784532,1669.272697,716.0850664,569.050392,644.7229841,644.4722175,188.5980744,276.7369706,2718.713459,313.3414379,583.9275401,673.8571184,892.5569838,528.1703346,552.5680083,486.4938033,319.659146,319.659146
275.6244064,82.26015256,442.294495,206.1956563,261.9580628,515.8492087,365.1778779,299.3882928,523.7189928,145.2530478,443.1788098,317.7749486,432.4604163,74.0496503,234.8668288,1645.926926,708.2547004,562.7659074,639.2522534,638.1794504,186.8427151,274.1697583,2695.799576,309.883247,577.9681198,664.3184537,887.2027323,523.0732955,548.4852762,480.5084487,317.7749486,317.7749486
265.762237,79.62121154,420.5081856,196.1871681,252.6273565,499.0033759,350.0392699,287.7706658,504.5418947,142.7642713,427.0037071,310.5913926,414.3177127,71.16559905,226.9591351,1575.442507,680.2936504,541.5451171,620.0560787,615.5424387,180.8269783,265.9083003,2616.942103,298.6053021,556.8454315,633.5649122,862.4525546,505.7674561,534.739296,459.952784,310.5913926,310.5913926
250.8631285,75.37669459,390.190993,182.7413906,237.601388,471.2732401,330.1407277,270.6382871,475.443638,137.4709439,401.6350168,295.3778143,388.4193045,67.04233358,215.6877352,1474.667279,639.1290111,510.974309,588.8774906,580.3295965,170.8690396,253.769549,2485.463413,281.0977885,523.8147489,590.7787646,817.2017016,477.7055373,509.2157048,429.7339558,295.3778143,295.3778143
237.8039042,71.64721386,363.9574694,171.0297156,224.4025526,446.8084009,312.4867558,255.7140298,449.8499277,132.6336234,379.4011859,281.7710914,366.0012097,63.45054317,205.9470109,1387.373187,603.3531344,484.3459399,561.4738551,549.5295485,162.0882568,243.1560219,2370.150251,265.7226432,494.8431898,553.6306065,777.6677106,453.03737,486.4968426,403.3831778,281.7710914,281.7710914
221.7075064,67.28766065,328.0310539,155.3440102,208.943405,418.7716429,289.6581643,237.0480001,418.815792,128.5668185,352.8267337,268.960234,336.6883346,58.79308391,193.0926433,1276.887497,557.8951803,450.2292745,529.6705832,512.2411698,152.1084975,229.9208842,2239.554714,247.4108325,460.0440077,504.9259256,734.4091777,424.5271076,463.1437185,370.1219776,268.960234,268.960234
